,Code_commune,COM,long,lat
3219,08013,Angecourt,4.980523000000001,49.634291999999995
3220,08014,Annelles,4.418457,49.428036
3221,08016,Aouste,4.316108,49.799009000000005
3222,08017,Apremont,4.987899,49.269365
3223,08018,Ardeuil-et-Montfauxelles,4.706713,49.268718
3224,08019,Les Grandes-Armoises,4.892971,49.531719
3225,08020,Les Petites-Armoises,4.8249639,49.503762
3226,08021,Arnicourt,4.34751,49.556328
3227,08022,Arreux,4.651455,49.824889
3228,08023,Artaise-le-Vivier,4.8953739999999994,49.578109999999995
3229,08024,Asfeld,4.116935,49.469139
3230,08025,Attigny,4.5776519,49.478190999999995
3231,08029,Auflance,5.291556,49.617919
3232,08030,Auge,4.26964,49.860133000000005
3233,08032,Aussonce,4.324032,49.349835
3234,08034,Autrecourt-et-Pourron,5.029022,49.612392
3235,08036,Autry,4.837889,49.26755
3236,08037,Auvillers-les-Forges,4.358217,49.863075
3237,08038,Avançon,4.244583,49.475004999999996
3238,08039,Avaux,4.084445,49.4559489
3239,08040,Les Ayvelles,4.756831,49.721857
3240,08041,Baâlons,4.669616,49.594225
3241,08043,Balan,4.96253,49.693333
3242,08044,Balham,4.160311,49.49134
3243,08045,Ballay,4.747949,49.429891999999995
3244,08048,Barby,4.314254,49.521674
3245,08049,Bar-lès-Buzancy,4.94037,49.432691
3246,08052,Bayonville,5.005436,49.395494899999996
3247,08053,Bazeilles,4.9768349999999995,49.676651
3248,08055,Beaumont-en-Argonne,5.056897,49.538013
3249,08058,Belval,4.63404,49.776269899999996
3250,08060,Bergnicourt,4.253899,49.419221
3251,08062,Bertoncourt,4.398862,49.536134999999994
3252,08063,La Besace,4.958743,49.556638899999996
3253,08064,Biermes,4.385333999999999,49.48657
3254,08066,Bignicourt,4.423383,49.399159999999995
3255,08067,Blagny,5.190925,49.620191
3256,08069,Blanchefosse-et-Bay,4.235745,49.77659
3257,08070,Blanzy-la-Salonnaise,4.169918,49.488464
3258,08071,Blombay,4.452504,49.824348
3259,08073,Bossus-lès-Rumigny,4.257778,49.837390899999995
3260,08076,Boulzicourt,4.6979,49.691755
3261,08077,Bourcq,4.634114,49.385969
3262,08078,Bourg-Fidèle,4.539518,49.890994899999995
3263,08080,Bouvellemont,4.662383,49.583796899999996
3264,08081,Bogny-sur-Meuse,4.7678,49.8508
3265,08083,Brévilly,5.076644,49.663012
3266,08084,Brienne-sur-Aisne,4.053191,49.433082
3267,08085,Brieulles-sur-Bar,4.8536589999999995,49.476396
3268,08087,Brognon,4.289018,49.928367
3269,08088,Bulson,4.9164129999999995,49.628029
3270,08089,Buzancy,4.955044,49.426711
3271,08092,Cauroy,4.469734,49.347259
3272,08094,Cernion,4.43061,49.798068
3273,08095,Chagny,4.703687,49.575967999999996
3274,08096,Chalandry-Elaire,4.747679,49.710576
3275,08097,Challerange,4.745659,49.310457899999996
3276,08098,Champigneulle,4.926922,49.351199
3277,08099,Champigneul-sur-Vence,4.65511,49.700064000000005
3278,08101,La Chapelle,5.016598999999999,49.742751
3279,08103,Charbogne,4.589075,49.502123
3280,08105,Charleville-Mézières,4.726096,49.762085
3281,08107,Château-Porcien,4.2484589999999995,49.532284999999995
3282,08109,Chatel-Chéhéry,4.953716,49.281954
3283,08110,Le Châtelet-sur-Sormonne,4.521082,49.826656
3284,08110,Le Châtelet-sur-Sormonne,4.521082,49.826656
3285,08111,Le Châtelet-sur-Retourne,4.276197,49.416652899999995
3286,08111,Le Châtelet-sur-Retourne,4.276197,49.416652899999995
3287,08113,Chaumont-Porcien,4.2469220000000005,49.649352
3288,08113,Chaumont-Porcien,4.2469220000000005,49.649352
3289,08115,Chémery-Chéhéry,4.867627,49.599937
3290,08116,Bairon et ses environs,4.763326,49.513393
3291,08116,Bairon et ses environs,4.763326,49.513393
3292,08117,Chesnois-Auboncourt,4.568859,49.568183000000005
3293,08119,Cheveuges,4.88234,49.664629999999995
3294,08119,Cheveuges,4.88234,49.664629999999995
3295,08120,Chevières,4.899089,49.333568
3296,08120,Chevières,4.899089,49.333568
3297,08121,Chilly,4.473545,49.837032
3298,08121,Chilly,4.473545,49.837032
3299,08122,Chooz,4.807117,50.102368
3300,08122,Chooz,4.807117,50.102368
3301,08123,Chuffilly-Roche,4.605751000000001,49.447507
3302,08123,Chuffilly-Roche,4.605751000000001,49.447507
3303,08124,Clavy-Warby,4.5551,49.754095
3304,08124,Clavy-Warby,4.5551,49.754095
3305,08125,Cliron,4.612932,49.810805
3306,08125,Cliron,4.612932,49.810805
3307,08126,Condé-lès-Herpy,4.223653,49.528506
3308,08126,Condé-lès-Herpy,4.223653,49.528506
3309,08128,Condé-lès-Autry,4.854375,49.250485999999995
3310,08128,Condé-lès-Autry,4.854375,49.250485999999995
3311,08130,Contreuve,4.623342,49.361441
